grup;vendor;nomor_kontainer;size;group;tanggal_awal;tanggal_akhir;periode;masa;tarif;dpp;dpp_nilai_lain;ppn;pph;grand_total;status;computed_periode
TK125040000147;ZONA;IPXU2161093;20;Z036;2025-04-23;2025-06-13;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000148;ZONA;IPXU2161093;20;Z036;2025-04-23;2025-06-13;2;"23 mei 2025 - 13 juni 2025";Harian;495484;454194;54503;9910;540078;;2
TK125040000149;ZONA;WHLU0379929;20;Z036;2025-04-23;2025-06-13;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000150;ZONA;WHLU0379929;20;Z036;2025-04-23;2025-06-13;2;"23 mei 2025 - 13 juni 2025";Harian;495484;454194;54503;9910;540078;;2
TK125040000151;ZONA;CAIU2728656;20;Z036;2025-04-23;2025-06-14;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000152;ZONA;CAIU2728656;20;Z036;2025-04-23;2025-06-14;2;"23 mei 2025 - 14 juni 2025";Harian;518006;474839;56981;10360;564627;;2
TK125040000153;ZONA;WHLU0274023;20;Z036;2025-04-23;2025-06-14;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000154;ZONA;WHLU0274023;20;Z036;2025-04-23;2025-06-14;2;"23 mei 2025 - 14 juni 2025";Harian;518006;474839;56981;10360;564627;;2
TK125040000155;ZONA;GESU2832175;20;Z036;2025-04-23;2025-06-12;1;"23 april 2025 - 22 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000156;ZONA;GESU2832175;20;Z036;2025-04-23;2025-06-12;2;"23 mei 2025 - 12 juni 2025";Harian;472962;433548;52026;9459;515529;;2
TK125040000157;ZONA;TEMU2624125;20;Z037;2025-04-24;2025-06-02;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000158;ZONA;TEMU2624125;20;Z037;2025-04-24;2025-06-02;2;"24 mei 2025 - 2 juni 2025";Harian;225220;206452;24774;4504;245490;;2
TK125040000159;ZONA;WHLU2857061;20;Z037;2025-04-24;2025-06-21;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000160;ZONA;WHLU2857061;20;Z037;2025-04-24;2025-06-21;2;"24 mei 2025 - 21 juni 2025";Harian;653138;598710;71845;13063;711920;;2
TK125040000161;ZONA;INBU3895064;20;Z037;2025-04-24;2025-06-01;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000162;ZONA;INBU3895064;20;Z037;2025-04-24;2025-06-01;2;"24 mei 2025 - 1 juni 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000163;ZONA;OOLU1446632;20;Z037;2025-04-24;2025-06-02;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000164;ZONA;OOLU1446632;20;Z037;2025-04-24;2025-06-02;2;"24 mei 2025 - 2 juni 2025";Harian;225220;206452;24774;4504;245490;;2
TK125040000165;ZONA;OOLU1278354;20;Z037;2025-04-24;2025-06-16;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000166;ZONA;OOLU1278354;20;Z037;2025-04-24;2025-06-16;2;"24 mei 2025 - 16 juni 2025";Harian;540528;495484;59458;10811;589176;;2
TK125040000167;ZONA;TEMU2698998;20;Z037;2025-04-24;2025-06-18;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000168;ZONA;TEMU2698998;20;Z037;2025-04-24;2025-06-18;2;"24 mei 2025 - 18 juni 2025";Harian;585572;536774;64413;11711;638273;;2
TK125040000169;ZONA;WHLU2750453;20;Z037;2025-04-24;2025-06-15;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000170;ZONA;WHLU2750453;20;Z037;2025-04-24;2025-06-15;2;"24 mei 2025 - 15 juni 2025";Harian;518006;474839;56981;10360;564627;;2
TK125040000171;ZONA;BMOU2470200;20;Z037;2025-04-24;2025-06-12;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000172;ZONA;BMOU2470200;20;Z037;2025-04-24;2025-06-12;2;"24 mei 2025 - 12 juni 2025";Harian;450440;412903;49548;9009;490980;;2
TK125040000173;ZONA;GESU1048600;20;Z037;2025-04-24;2025-05-31;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000174;ZONA;GESU1048600;20;Z037;2025-04-24;2025-05-31;2;"24 mei 2025 - 31 mei 2025";Harian;180176;165161;19819;3604;196392;;2
TK125040000175;ZONA;TGHU3988946;20;Z037;2025-04-24;2025-06-07;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000176;ZONA;TGHU3988946;20;Z037;2025-04-24;2025-06-07;2;"24 mei 2025 - 7 juni 2025";Harian;337830;309678;37161;6757;368235;;2
TK125040000177;ZONA;TEMU2869724;20;Z037;2025-04-24;2025-06-03;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000178;ZONA;TEMU2869724;20;Z037;2025-04-24;2025-06-03;2;"24 mei 2025 - 3 juni 2025";Harian;247742;227097;27252;4955;270039;;2
TK125040000179;ZONA;GLDU9566155;20;Z037;2025-04-24;2025-06-01;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000180;ZONA;GLDU9566155;20;Z037;2025-04-24;2025-06-01;2;"24 mei 2025 - 1 juni 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000181;ZONA;ZONA9900166;20;Z037;2025-04-24;2025-07-04;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000182;ZONA;ZONA9900166;20;Z037;2025-04-24;2025-07-04;2;"24 mei 2025 - 23 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000183;ZONA;ZONA9900166;20;Z037;2025-04-24;2025-07-04;3;"24 juni 2025 - 4 juli 2025";Harian;247742;227097;27252;4955;270039;;3
TK125040000184;ZONA;CAIU2857756;20;Z037;2025-04-24;2025-05-31;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000185;ZONA;CAIU2857756;20;Z037;2025-04-24;2025-05-31;2;"24 mei 2025 - 31 mei 2025";Harian;180176;165161;19819;3604;196392;;2
TK125040000186;ZONA;TEMU2722517;20;Z037;2025-04-24;2025-07-21;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000187;ZONA;TEMU2722517;20;Z037;2025-04-24;2025-07-21;2;"24 mei 2025 - 23 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000188;ZONA;TEMU2722517;20;Z037;2025-04-24;2025-07-21;3;"24 juni 2025 - 21 juli 2025";Harian;630616;578065;69368;12612;687371;;3
TK125040000189;ZONA;MSKU2016552;20;Z037;2025-04-24;2025-05-31;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000190;ZONA;MSKU2016552;20;Z037;2025-04-24;2025-05-31;2;"24 mei 2025 - 31 mei 2025";Harian;180176;165161;19819;3604;196392;;2
TK125040000191;ZONA;CAIU2427740;20;Z037;2025-04-24;2025-06-12;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000192;ZONA;CAIU2427740;20;Z037;2025-04-24;2025-06-12;2;"24 mei 2025 - 12 juni 2025";Harian;450440;412903;49548;9009;490980;;2
TK125040000193;ZONA;TEMU2775184;20;Z037;2025-04-24;2025-06-03;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000194;ZONA;TEMU2775184;20;Z037;2025-04-24;2025-06-03;2;"24 mei 2025 - 3 juni 2025";Harian;247742;227097;27252;4955;270039;;2
TK125040000195;ZONA;OOLU1731120;20;Z037;2025-04-24;2025-06-19;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000196;ZONA;OOLU1731120;20;Z037;2025-04-24;2025-06-19;2;"24 mei 2025 - 19 juni 2025";Harian;608094;557420;66890;12162;662822;;2
TK125040000197;ZONA;TGHU1849896;20;Z037;2025-04-24;2025-05-31;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000198;ZONA;TGHU1849896;20;Z037;2025-04-24;2025-05-31;2;"24 mei 2025 - 31 mei 2025";Harian;180176;165161;19819;3604;196392;;2
TK125040000199;ZONA;TGHU3067258;20;Z037;2025-04-24;2025-07-04;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000200;ZONA;TGHU3067258;20;Z037;2025-04-24;2025-07-04;2;"24 mei 2025 - 23 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000201;ZONA;TGHU3067258;20;Z037;2025-04-24;2025-07-04;3;"24 juni 2025 - 4 juli 2025";Harian;247742;227097;27252;4955;270039;;3
TK125040000202;ZONA;CBHU5531634;20;Z038;2025-04-25;2025-06-04;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000203;ZONA;CBHU5531634;20;Z038;2025-04-25;2025-06-04;2;"25 mei 2025 - 4 juni 2025";Harian;247742;227097;27252;4955;270039;;2
TK125040000204;ZONA;TEMU2869935;20;Z038;2025-04-25;2025-06-03;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000205;ZONA;TEMU2869935;20;Z038;2025-04-25;2025-06-03;2;"25 mei 2025 - 3 juni 2025";Harian;225220;206452;24774;4504;245490;;2
TK125040000206;ZONA;BMOU2717179;20;Z037;2025-04-24;2025-06-16;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000207;ZONA;BMOU2717179;20;Z037;2025-04-24;2025-06-16;2;"24 mei 2025 - 16 juni 2025";Harian;540528;495484;59458;10811;589176;;2
TK125040000208;ZONA;CRXU1143128;20;Z037;2025-04-24;2025-06-01;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000209;ZONA;CRXU1143128;20;Z037;2025-04-24;2025-06-01;2;"24 mei 2025 - 1 juni 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000210;ZONA;TEMU2863449;20;Z037;2025-04-24;2025-06-12;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000211;ZONA;TEMU2863449;20;Z037;2025-04-24;2025-06-12;2;"24 mei 2025 - 12 juni 2025";Harian;450440;412903;49548;9009;490980;;2
TK125040000212;ZONA;CLHU3457672;20;Z037;2025-04-24;2025-06-17;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000213;ZONA;CLHU3457672;20;Z037;2025-04-24;2025-06-17;2;"24 mei 2025 - 17 juni 2025";Harian;563050;516129;61936;11261;613724;;2
TK125040000214;ZONA;CCLU3910480;20;Z037;2025-04-24;2025-05-31;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000215;ZONA;CCLU3910480;20;Z037;2025-04-24;2025-05-31;2;"24 mei 2025 - 31 mei 2025";Harian;180176;165161;19819;3604;196392;;2
TK125040000216;ZONA;TGHU0115584;20;Z037;2025-04-24;2025-06-14;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000217;ZONA;TGHU0115584;20;Z037;2025-04-24;2025-06-14;2;"24 mei 2025 - 14 juni 2025";Harian;495484;454194;54503;9910;540078;;2
TK125040000218;ZONA;WHLU0281001;20;Z037;2025-04-24;2025-06-13;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000219;ZONA;WHLU0281001;20;Z037;2025-04-24;2025-06-13;2;"24 mei 2025 - 13 juni 2025";Harian;472962;433548;52026;9459;515529;;2
TK125040000220;ZONA;GESU2691605;20;Z038;2025-04-25;2025-06-02;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000221;ZONA;GESU2691605;20;Z038;2025-04-25;2025-06-02;2;"25 mei 2025 - 2 juni 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000222;ZONA;WHLU2234884;20;Z038;2025-04-25;2025-06-14;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000223;ZONA;WHLU2234884;20;Z038;2025-04-25;2025-06-14;2;"25 mei 2025 - 14 juni 2025";Harian;472962;433548;52026;9459;515529;;2
TK125040000224;ZONA;FORU2928760;20;Z038;2025-04-25;2025-07-07;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000225;ZONA;FORU2928760;20;Z038;2025-04-25;2025-07-07;2;"25 mei 2025 - 24 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000226;ZONA;FORU2928760;20;Z038;2025-04-25;2025-07-07;3;"25 juni 2025 - 7 juli 2025";Harian;292786;268387;32206;5856;319137;;3
TK125040000227;ZONA;GATU1056446;20;Z038;2025-04-25;2025-07-02;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000228;ZONA;GATU1056446;20;Z038;2025-04-25;2025-07-02;2;"25 mei 2025 - 24 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000229;ZONA;GATU1056446;20;Z038;2025-04-25;2025-07-02;3;"25 juni 2025 - 2 juli 2025";Harian;180176;165161;19819;3604;196392;;3
TK125040000230;ZONA;DRYU2211480;20;Z038;2025-04-25;2025-06-18;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000231;ZONA;DRYU2211480;20;Z038;2025-04-25;2025-06-18;2;"25 mei 2025 - 18 juni 2025";Harian;563050;516129;61936;11261;613724;;2
TK125040000232;ZONA;SEGU1028779;20;Z038;2025-04-25;2025-06-14;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000233;ZONA;SEGU1028779;20;Z038;2025-04-25;2025-06-14;2;"25 mei 2025 - 14 juni 2025";Harian;472962;433548;52026;9459;515529;;2
TK125040000234;ZONA;XINU1085662;20;Z038;2025-04-25;2025-06-17;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000235;ZONA;XINU1085662;20;Z038;2025-04-25;2025-06-17;2;"25 mei 2025 - 17 juni 2025";Harian;540528;495484;59458;10811;589176;;2
TK125040000236;ZONA;OOLU1529866;20;Z038;2025-04-25;2025-06-17;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000237;ZONA;OOLU1529866;20;Z038;2025-04-25;2025-06-17;2;"25 mei 2025 - 17 juni 2025";Harian;540528;495484;59458;10811;589176;;2
TK125040000238;ZONA;MSKU2439111;20;Z038;2025-04-25;2025-05-28;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000239;ZONA;MSKU2439111;20;Z038;2025-04-25;2025-05-28;2;"25 mei 2025 - 28 mei 2025";Harian;90088;82581;9910;1802;98196;;2
TK125040000240;ZONA;TGHU2384643;20;Z038;2025-04-25;2025-05-31;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000241;ZONA;TGHU2384643;20;Z038;2025-04-25;2025-05-31;2;"25 mei 2025 - 31 mei 2025";Harian;157654;144516;17342;3153;171843;;2
TK125040000242;ZONA;FSCU7800508;20;Z038;2025-04-25;2025-06-12;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000243;ZONA;FSCU7800508;20;Z038;2025-04-25;2025-06-12;2;"25 mei 2025 - 12 juni 2025";Harian;427918;392258;47071;8558;466431;;2
TK125040000244;ZONA;CPSU1636828;20;Z038;2025-04-25;2025-06-15;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000245;ZONA;CPSU1636828;20;Z038;2025-04-25;2025-06-15;2;"25 mei 2025 - 15 juni 2025";Harian;495484;454194;54503;9910;540078;;2
TK125040000246;ZONA;OOLU1486785;20;Z038;2025-04-25;2025-06-19;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000247;ZONA;OOLU1486785;20;Z038;2025-04-25;2025-06-19;2;"25 mei 2025 - 19 juni 2025";Harian;585572;536774;64413;11711;638273;;2
TK125040000248;ZONA;KKTU7693300;20;Z038;2025-04-25;2025-06-07;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000249;ZONA;KKTU7693300;20;Z038;2025-04-25;2025-06-07;2;"25 mei 2025 - 7 juni 2025";Harian;315308;289032;34684;6306;343686;;2
TK125040000250;ZONA;MSCU3806059;20;Z038;2025-04-25;2025-06-02;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000251;ZONA;MSCU3806059;20;Z038;2025-04-25;2025-06-02;2;"25 mei 2025 - 2 juni 2025";Harian;202698;185806;22297;4054;220941;;2
TK125040000252;ZONA;PRSU2162864;20;Z038;2025-04-25;2025-07-02;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000253;ZONA;PRSU2162864;20;Z038;2025-04-25;2025-07-02;2;"25 mei 2025 - 24 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000254;ZONA;PRSU2162864;20;Z038;2025-04-25;2025-07-02;3;"25 juni 2025 - 2 juli 2025";Harian;180176;165161;19819;3604;196392;;3
TK125040000255;ZONA;OOLU1334735;20;Z038;2025-04-25;2025-06-13;1;"25 april 2025 - 24 mei 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125040000256;ZONA;OOLU1334735;20;Z038;2025-04-25;2025-06-13;2;"25 mei 2025 - 13 juni 2025";Harian;450440;412903;49548;9009;490980;;2
TK125040000257;ZONA;CRXU3003470;20;Z037;2025-04-24;2025-07-04;1;"24 april 2025 - 23 mei 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000258;ZONA;CRXU3003470;20;Z037;2025-04-24;2025-07-04;2;"24 mei 2025 - 23 juni 2025";Bulanan;675676;619370;74324;13514;736487;;3
TK125040000259;ZONA;CRXU3003470;20;Z037;2025-04-24;2025-07-04;3;"24 juni 2025 - 4 juli 2025";Harian;247742;227097;27252;4955;270039;;3
TK125050000001;ZONA;CCLU3714765;20;Z039;2025-05-20;2025-07-04;1;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125050000002;ZONA;CCLU3714765;20;Z039;2025-05-20;2025-07-04;2;"20 juni 2025 - 4 juli 2025";Harian;337830;309678;37161;6757;368235;;2
TK125050000003;ZONA;MAGU2133270;20;Z039;2025-05-20;2025-06-21;1;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125050000004;ZONA;MAGU2133270;20;Z039;2025-05-20;2025-06-21;2;"20 juni 2025 - 21 juni 2025";Harian;45044;41290;4955;901;49098;;2
TK125050000005;ZONA;BMOU2422100;20;Z039;2025-05-20;2025-07-01;1;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125050000006;ZONA;BMOU2422100;20;Z039;2025-05-20;2025-07-01;2;"20 juni 2025 - 1 juli 2025";Harian;270264;247742;29729;5405;294588;;2
TK125050000007;ZONA;HLXU2336700;20;Z040;2025-05-21;2025-06-21;1;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125050000008;ZONA;HLXU2336700;20;Z040;2025-05-21;2025-06-21;2;"21 juni 2025 - 21 juni 2025";Harian;22522;20645;2477;450;24549;;2
TK125050000009;ZONA;BMOU2369875;20;Z039;2025-05-20;2025-06-19;1;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125050000010;ZONA;DFSU2296934;20;Z040;2025-05-21;2025-06-19;1;"21 mei 2025 - 19 juni 2025";Harian;675660;619355;74323;13513;736469;;1
TK125050000011;ZONA;OOLU1536654;20;Z040;2025-05-21;2025-07-02;1;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125050000012;ZONA;OOLU1536654;20;Z040;2025-05-21;2025-07-02;2;"21 juni 2025 - 2 juli 2025";Harian;270264;247742;29729;5405;294588;;2
TK125050000013;ZONA;WLNU2915950;20;Z040;2025-05-21;2025-07-09;1;"21 mei 2025 - 20 juni 2025";Bulanan;675676;619370;74324;13514;736487;;2
TK125050000014;ZONA;WLNU2915950;20;Z040;2025-05-21;2025-07-09;2;"21 juni 2025 - 9 juli 2025";Harian;427918;392258;47071;8558;466431;;2
TK125050000015;ZONA;TEMU2246827;20;Z039;2025-05-20;2025-06-19;1;"20 mei 2025 - 19 juni 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125050000016;ZONA;CAIU8340821;40;Z041;2025-05-24;2025-07-22;1;"24 mei 2025 - 23 juni 2025";Bulanan;1261261;1156156;138739;25225;1374774;;2
TK125050000017;ZONA;CAIU8340821;40;Z041;2025-05-24;2025-07-22;2;"24 juni 2025 - 22 juli 2025";Harian;1219218;1117616;134114;24384;1328948;;2
TK125080000001;ZONA;OOLU3687290;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000002;ZONA;TEMU2740070;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000003;ZONA;TGHU0833730;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000004;ZONA;CBHU5700122;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000005;ZONA;WHLU0201602;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000006;ZONA;TEMU2863449;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000007;ZONA;ECMU1819649;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000008;ZONA;CRSU1412020;20;Z042;2025-08-14;;1;"14 agustus 2025 - 13 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000009;ZONA;MSKU2582797;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000010;ZONA;FCIU3493087;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000011;ZONA;KKTU7693300;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000012;ZONA;DNAU2622206;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000013;ZONA;GLDU2104936;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000014;ZONA;TGHU3988490;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000015;ZONA;PCIU2898481;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000016;ZONA;MAEU6957872;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000017;ZONA;EMCU6038844;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000018;ZONA;GESU3809117;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000019;ZONA;EMCU3919740;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000020;ZONA;OOLU1536654;20;Z044;2025-08-16;;1;"16 agustus 2025 - 15 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000021;ZONA;APLS2972932;20;Z044;2025-08-16;;1;"16 agustus 2025 - 15 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000022;ZONA;TEMU2697250;20;Z044;2025-08-16;;1;"16 agustus 2025 - 15 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000023;ZONA;GESU2615101;20;Z044;2025-08-16;;1;"16 agustus 2025 - 15 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000024;ZONA;DRYU2292882;20;Z043;2025-08-15;;1;"15 agustus 2025 - 14 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000025;ZONA;GATU1056446;20;Z044;2025-08-16;;1;"16 agustus 2025 - 15 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000026;ZONA;TEXU3796647;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000027;ZONA;UESU2310702;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000028;ZONA;FORU2024779;20;Z045;2025-08-18;;1;"18 agustus 2025 - 17 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000029;ZONA;GESU3042262;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000030;ZONA;TEMU3769890;20;Z045;2025-08-18;;1;"18 agustus 2025 - 17 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000031;ZONA;CRXU3064959;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000032;ZONA;DRYU2524550;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000033;ZONA;TEMU2353770;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000034;ZONA;TEXU3818073;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000035;ZONA;CBHU5604788;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000036;ZONA;OOLU1412308;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000037;ZONA;CBHU3665634;20;Z046;2025-08-19;;1;"19 agustus 2025 - 18 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
TK125080000038;ZONA;OOLU1375333;20;Z045;2025-08-18;;1;"18 agustus 2025 - 17 september 2025";Bulanan;675676;619370;74324;13514;736487;;1
