KONTAINER;PERIODE;AWAL;AKHIR; TAGIHAN ;NoTagihan;Tgl. Tagihan;No. Bayar;Tgl. Bayar;;;;;Impor;Pranota;Bayar
PRSU9601634;1;14 Oct 21;13 Nov 21; 1.300.000,00 ;ZONA211012156NT;15 Oct 21;EBK211100255;20 Nov 21;;;;;"PRSU9601634;1;44483;44513;1300000;ZONA211012156NT;44484";"ZONA211012156NT;44484;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
REGU3077853;1;18 Dec 21;17 Jan 22; 700.000,00 ;ZONA211213016NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"REGU3077853;1;44548;44578;700000;ZONA211213016NT;44550";"ZONA211213016NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
REGU5043662;3;15 Mar 24;14 Apr 24; 1.261.261,00 ;ZONA240322928;03 May 24;EBK240500209;20 May 24;;;;;"REGU5043662;3;45366;45396;1261261;ZONA240322928;45415";"ZONA240322928;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
SNTU2009330;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"SNTU2009330;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
SNTU2009330;1;25 Jan 22;24 Feb 22; 700.000,00 ;ZONA220113692NT;26 Jan 22;EBK220400042;05 Apr 22;;;;;"SNTU2009330;1;44586;44616;700000;ZONA220113692NT;44587";"ZONA220113692NT;44587;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
STXU4577908;1;29 Sep 22;28 Oct 22; 1.261.261,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"STXU4577908;1;44833;44862;1261261;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;1261261";"SKT2211000001;44880;EBK251100159;44880;1261261"
TAKU2203872;1;26 Nov 21;25 Dec 21; 700.000,00 ;ZONA211112764NT;29 Nov 21;EBK220400041;05 Apr 22;;;;;"TAKU2203872;1;44526;44555;700000;ZONA211112764NT;44529";"ZONA211112764NT;44529;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
TAKU2217330;1;14 Oct 21;13 Nov 21; 700.000,00 ;ZONA211012156NT;15 Oct 21;EBK211100255;20 Nov 21;;;;;"TAKU2217330;1;44483;44513;700000;ZONA211012156NT;44484";"ZONA211012156NT;44484;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
TAKU2219375;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"TAKU2219375;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
TCKU3110966;1;26 Nov 21;25 Dec 21; 700.000,00 ;ZONA211112764NT;29 Nov 21;EBK220400041;05 Apr 22;;;;;"TCKU3110966;1;44526;44555;700000;ZONA211112764NT;44529";"ZONA211112764NT;44529;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
TDRU6124340;5;16 Mar 24;15 Apr 24; 1.261.261,00 ;ZONA240322926;03 May 24;EBK240500209;20 May 24;;;;;"TDRU6124340;5;45367;45397;1261261;ZONA240322926;45415";"ZONA240322926;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
TEMU2254720;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2254720;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2326692;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2326692;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2365488;2;21 Apr 25;20 May 25; 675.676,00 ;ZONA250528249;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2365488;2;45768;45797;675676;ZONA250528249;45798";"ZONA250528249;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2471561;1;27 Oct 21;26 Nov 21; 700.000,00 ;ZONA211012343NT;28 Oct 21;EBK220400042;05 Apr 22;;;;;"TEMU2471561;1;44496;44526;700000;ZONA211012343NT;44497";"ZONA211012343NT;44497;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
TEMU2694966;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2694966;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2697796;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2697796;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2703522;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2703522;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2815815;1;19 Mar 25;18 Apr 25; 675.676,00 ;ZONA250528244;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2815815;1;45735;45765;675676;ZONA250528244;45798";"ZONA250528244;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2817361;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU2817361;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU2869724;1;25 Jan 22;24 Feb 22; 700.000,00 ;ZONA220113692NT;26 Jan 22;EBK220400042;05 Apr 22;;;;;"TEMU2869724;1;44586;44616;700000;ZONA220113692NT;44587";"ZONA220113692NT;44587;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
TEMU3000416;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU3000416;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU3028774;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"TEMU3028774;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TEMU3769890;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"TEMU3769890;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
TEXU3773019;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"TEXU3773019;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
TEXU3796647;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"TEXU3796647;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
TEXU3999710;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"TEXU3999710;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
TEXU7210230;10;06 Apr 25;05 May 25; 1.261.261,00 ;ZONA250427896;29 Apr 25;EBK250600289;26 Jun 25;;;;;"TEXU7210230;10;45753;45782;1261261;ZONA250427896;45776";"ZONA250427896;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
TEXU7210230;9;06 Mar 25;05 Apr 25; 1.261.261,00 ;ZONA250427895;29 Apr 25;EBK250600289;26 Jun 25;;;;;"TEXU7210230;9;45722;45752;1261261;ZONA250427895;45776";"ZONA250427895;45776;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
TGHU0850491;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"TGHU0850491;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
TGHU1501998;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU1501998;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU1845843;1;19 Mar 25;18 Apr 25; 675.676,00 ;ZONA250528244;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU1845843;1;45735;45765;675676;ZONA250528244;45798";"ZONA250528244;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU2390667;1;02 Nov 21;01 Dec 21; 700.000,00 ;ZONA211112412NT;03 Nov 21;EBK211200152;15 Dec 21;;;;;"TGHU2390667;1;44502;44531;700000;ZONA211112412NT;44503";"ZONA211112412NT;44503;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
TGHU2529264;1;16 Oct 21;15 Nov 21; 700.000,00 ;ZONA211112642NT;19 Nov 21;EBK220400042;05 Apr 22;;;;;"TGHU2529264;1;44485;44515;700000;ZONA211112642NT;44519";"ZONA211112642NT;44519;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
TGHU2783258;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"TGHU2783258;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
TGHU2891545;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"TGHU2891545;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
TGHU3145089;1;19 Oct 21;18 Nov 21; 700.000,00 ;ZONA211012220NT;21 Oct 21;EBK211100255;20 Nov 21;;;;;"TGHU3145089;1;44488;44518;700000;ZONA211012220NT;44490";"ZONA211012220NT;44490;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
TGHU3350078;1;12 Mar 25;11 Apr 25; 675.676,00 ;ZONA250528125;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU3350078;1;45728;45758;675676;ZONA250528125;45798";"ZONA250528125;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TGHU6130478;1;16 Mar 25;15 Apr 25; 1.261.261,00 ;ZONA250528240;21 May 25;EBK250600289;26 Jun 25;;;;;"TGHU6130478;1;45732;45762;1261261;ZONA250528240;45798";"ZONA250528240;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
TGHU9057473;1;16 Apr 21;15 May 21; 1.300.000,00 ;ZONA210410277NT;19 Apr 21;EBK210600042;07 Jun 21;;;;;"TGHU9057473;1;44302;44331;1300000;ZONA210410277NT;44305";"ZONA210410277NT;44305;SKT2106000002;44354;1300000";"SKT2106000002;44354;EBK210600042;44354;1300000"
TGHU9377749;1;17 Nov 23;16 Dec 23; 1.261.261,00 ;ZONA231221935;04 Dec 23;EBK240500055;21 May 24;;;;;"TGHU9377749;1;45247;45276;1261261;ZONA231221935;45264";"ZONA231221935;45264;SKT2405000002;45433;1261261";"SKT2405000002;45433;EBK240500055;45433;1261261"
TPNU4110104;1;03 Nov 23;02 Dec 23; 1.261.261,00 ;ZONA231121808;30 Apr 24;EBK250100275;30 Jan 25;;;;;"TPNU4110104;1;45233;45262;1261261;ZONA231121808;45412";"ZONA231121808;45412;SKT2501000001;45687;1261261";"SKT2501000001;45687;EBK250100275;45687;1261261"
TPNU4110104;2;03 Dec 23;19 Dec 23; 756.757,00 ;ZONA231222163;27 Dec 23;EBK250100275;30 Jan 25;;;;;"TPNU4110104;2;45263;45279;756757;ZONA231222163;45287";"ZONA231222163;45287;SKT2501000001;45687;756757";"SKT2501000001;45687;EBK250100275;45687;756757"
TRIU3823197;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"TRIU3823197;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
TRLU5242621;1;30 Sep 21;29 Oct 21; 1.300.000,00 ;ZONA211012004NT;01 Oct 21;EBK211100255;20 Nov 21;;;;;"TRLU5242621;1;44469;44498;1300000;ZONA211012004NT;44470";"ZONA211012004NT;44470;SKT2111000001;44520;1300000";"SKT2111000001;44520;EBK211100255;44520;1300000"
TRLU5548102;11;09 Nov 24;03 Dec 24; 1.135.135,00 ;ZONA241226543;28 Dec 24;EBK250100275;30 Jan 25;;;;;"TRLU5548102;11;45605;45629;1135135;ZONA241226543;45654";"ZONA241226543;45654;SKT2501000001;45687;1135135";"SKT2501000001;45687;EBK250100275;45687;1135135"
TRLU5548102;3;09 Mar 24;08 Apr 24; 1.261.261,00 ;ZONA240322933;03 May 24;EBK240500209;20 May 24;;;;;"TRLU5548102;3;45360;45390;1261261;ZONA240322933;45415";"ZONA240322933;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
TRLU9657185;1;21 Mar 25;20 Apr 25; 675.676,00 ;ZONA250528248;21 May 25;EBK250600289;26 Jun 25;;;;;"TRLU9657185;1;45737;45767;675676;ZONA250528248;45798";"ZONA250528248;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TTNU2624386;1;26 Nov 21;25 Dec 21; 700.000,00 ;ZONA211112764NT;29 Nov 21;EBK220400041;05 Apr 22;;;;;"TTNU2624386;1;44526;44555;700000;ZONA211112764NT;44529";"ZONA211112764NT;44529;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
TTNU3073288;1;20 Nov 21;19 Dec 21; 700.000,00 ;ZONA211112665NT;22 Nov 21;EBK220400042;05 Apr 22;;;;;"TTNU3073288;1;44520;44549;700000;ZONA211112665NT;44522";"ZONA211112665NT;44522;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
TTNU3216943;1;11 Mar 25;10 Apr 25; 675.676,00 ;ZONA250528123;21 May 25;EBK250600289;26 Jun 25;;;;;"TTNU3216943;1;45727;45757;675676;ZONA250528123;45798";"ZONA250528123;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
TTNU3333066;1;13 Aug 21;12 Sep 21; 700.000,00 ;ZONA210811491NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"TTNU3333066;1;44421;44451;700000;ZONA210811491NT;44424";"ZONA210811491NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
TTNU9295765;1;16 Apr 21;15 May 21; 1.300.000,00 ;ZONA210410277NT;19 Apr 21;EBK210600042;07 Jun 21;;;;;"TTNU9295765;1;44302;44331;1300000;ZONA210410277NT;44305";"ZONA210410277NT;44305;SKT2106000002;44354;1300000";"SKT2106000002;44354;EBK210600042;44354;1300000"
UESU2223059;1;30 Apr 21;29 May 21; 700.000,00 ;ZONA210510440NT;03 May 21;EBK210600009;02 Jun 21;;;;;"UESU2223059;1;44316;44345;700000;ZONA210510440NT;44319";"ZONA210510440NT;44319;SKT2106000001;44349;700000";"SKT2106000001;44349;EBK210600009;44349;700000"
UESU4688707;1;14 Mar 25;13 Apr 25; 1.261.261,00 ;ZONA250528238;21 May 25;EBK250600289;26 Jun 25;;;;;"UESU4688707;1;45730;45760;1261261;ZONA250528238;45798";"ZONA250528238;45798;SKT2506000001;45834;1261261";"SKT2506000001;45834;EBK250600289;45834;1261261"
VGCU2886097;3;14 Mar 24;13 Apr 24; 1.261.261,00 ;ZONA240322929;03 May 24;EBK240500209;20 May 24;;;;;"VGCU2886097;3;45365;45395;1261261;ZONA240322929;45415";"ZONA240322929;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
WFHU1027900;1;18 Nov 21;17 Dec 21; 700.000,00 ;ZONA211112643NT;19 Nov 21;EBK211200282;29 Dec 21;;;;;"WFHU1027900;1;44518;44547;700000;ZONA211112643NT;44519";"ZONA211112643NT;44519;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
WHLU2483676;1;30 Apr 21;29 May 21; 700.000,00 ;ZONA210510440NT;03 May 21;EBK210600009;02 Jun 21;;;;;"WHLU2483676;1;44316;44345;700000;ZONA210510440NT;44319";"ZONA210510440NT;44319;SKT2106000001;44349;700000";"SKT2106000001;44349;EBK210600009;44349;700000"
WSCU9389179;1;29 Sep 22;28 Oct 22; 1.261.261,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"WSCU9389179;1;44833;44862;1261261;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;1261261";"SKT2211000001;44880;EBK251100159;44880;1261261"
WSCU9620122;4;19 Nov 24;10 Dec 24; 924.925,00 ;ZONA241226561;28 Dec 24;EBK250100275;30 Jan 25;;;;;"WSCU9620122;4;45615;45636;924925;ZONA241226561;45654";"ZONA241226561;45654;SKT2501000001;45687;924925";"SKT2501000001;45687;EBK250100275;45687;924925"
XINU1101737;1;06 Aug 21;05 Sep 21; 700.000,00 ;ZONA210811413NT;09 Aug 21;EBK210900216;20 Sep 21;;;;;"XINU1101737;1;44414;44444;700000;ZONA210811413NT;44417";"ZONA210811413NT;44417;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900216;44459;700000"
XINU1583346;1;29 Sep 22;28 Oct 22; 675.676,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"XINU1583346;1;44833;44862;675676;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;675676";"SKT2211000001;44880;EBK251100159;44880;675676"
XINU8136864;1;24 Aug 23;18 Sep 23; 1.093.093,00 ;ZONA230820953;12 Jan 24;EBK250100275;30 Jan 25;;;;;"XINU8136864;1;45162;45187;1093093;ZONA230820953;45303";"ZONA230820953;45303;SKT2501000001;45687;1093093";"SKT2501000001;45687;EBK250100275;45687;1093093"
XXXU2150196;1;19 Nov 21;18 Dec 21; 700.000,00 ;ZONA211112661NT;22 Nov 21;EBK211200282;29 Dec 21;;;;;"XXXU2150196;1;44519;44548;700000;ZONA211112661NT;44522";"ZONA211112661NT;44522;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
YELU5759954;1;29 Sep 22;28 Oct 22; 1.261.261,00 ;ZONA220917258;30 Sep 22;EBK251100159;15 Nov 22;;;;;"YELU5759954;1;44833;44862;1261261;ZONA220917258;44834";"ZONA220917258;44834;SKT2211000001;44880;1261261";"SKT2211000001;44880;EBK251100159;44880;1261261"
YELU5789666;1;05 Nov 23;01 Dec 23; 1.135.135,00 ;ZONA231121808;30 Apr 24;EBK250100275;30 Jan 25;;;;;"YELU5789666;1;45235;45261;1135135;ZONA231121808;45412";"ZONA231121808;45412;SKT2501000001;45687;1135135";"SKT2501000001;45687;EBK250100275;45687;1135135"
YELU5789666;3;18 Mar 24;17 Apr 24; 1.261.261,00 ;ZONA240322936;03 May 24;EBK240500209;20 May 24;;;;;"YELU5789666;3;45369;45399;1261261;ZONA240322936;45415";"ZONA240322936;45415;SKT2405000001;45432;1261261";"SKT2405000001;45432;EBK240500209;45432;1261261"
YMLU2786675;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"YMLU2786675;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA0773177;1;17 Dec 21;16 Jan 22; 700.000,00 ;ZONA211213010NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"ZONA0773177;1;44547;44577;700000;ZONA211213010NT;44550";"ZONA211213010NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
ZONA2004243;1;26 Nov 21;25 Dec 21; 700.000,00 ;ZONA211112764NT;29 Nov 21;EBK220400041;05 Apr 22;;;;;"ZONA2004243;1;44526;44555;700000;ZONA211112764NT;44529";"ZONA211112764NT;44529;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
ZONA2203297;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"ZONA2203297;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
ZONA2204202;1;19 Nov 21;18 Dec 21; 700.000,00 ;ZONA211112661NT;22 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA2204202;1;44519;44548;700000;ZONA211112661NT;44522";"ZONA211112661NT;44522;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA2208477;1;18 Dec 21;17 Jan 22; 700.000,00 ;ZONA211213016NT;20 Dec 21;EBK220400041;05 Apr 22;;;;;"ZONA2208477;1;44548;44578;700000;ZONA211213016NT;44550";"ZONA211213016NT;44550;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400041;44656;700000"
ZONA2209914;1;02 Nov 21;01 Dec 21; 700.000,00 ;ZONA211112412NT;03 Nov 21;EBK211200152;15 Dec 21;;;;;"ZONA2209914;1;44502;44531;700000;ZONA211112412NT;44503";"ZONA211112412NT;44503;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
ZONA2211773;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA2211773;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA2213295;1;20 Mar 25;19 Apr 25; 675.676,00 ;ZONA250528246;21 May 25;EBK250600289;26 Jun 25;;;;;"ZONA2213295;1;45736;45766;675676;ZONA250528246;45798";"ZONA250528246;45798;SKT2506000001;45834;675676";"SKT2506000001;45834;EBK250600289;45834;675676"
ZONA2213354;1;12 Nov 21;11 Dec 21; 700.000,00 ;ZONA211112581NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA2213354;1;44512;44541;700000;ZONA211112581NT;44516";"ZONA211112581NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA2214166;1;24 Jan 22;23 Feb 22; 700.000,00 ;ZONA220113648NT;25 Jan 22;EBK220400042;05 Apr 22;;;;;"ZONA2214166;1;44585;44615;700000;ZONA220113648NT;44586";"ZONA220113648NT;44586;SKT2204000001;44656;700000";"SKT2204000001;44656;EBK220400042;44656;700000"
ZONA2214274;1;02 Nov 21;01 Dec 21; 700.000,00 ;ZONA211112412NT;03 Nov 21;EBK211200152;15 Dec 21;;;;;"ZONA2214274;1;44502;44531;700000;ZONA211112412NT;44503";"ZONA211112412NT;44503;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
ZONA2214284;1;14 Aug 21;13 Sep 21; 700.000,00 ;ZONA210811402NT;16 Aug 21;EBK210900217;20 Sep 21;;;;;"ZONA2214284;1;44422;44452;700000;ZONA210811402NT;44424";"ZONA210811402NT;44424;SKT2109000001;44459;700000";"SKT2109000001;44459;EBK210900217;44459;700000"
ZONA2214303;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA2214303;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA2214514;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA2214514;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA2215727;1;14 Oct 21;13 Nov 21; 700.000,00 ;ZONA211012156NT;15 Oct 21;EBK211100255;20 Nov 21;;;;;"ZONA2215727;1;44483;44513;700000;ZONA211012156NT;44484";"ZONA211012156NT;44484;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
ZONA2216313;1;15 Nov 21;14 Dec 21; 700.000,00 ;ZONA211112587NT;16 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA2216313;1;44515;44544;700000;ZONA211112587NT;44516";"ZONA211112587NT;44516;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA2217473;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"ZONA2217473;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
ZONA2217958;1;18 Oct 21;17 Nov 21; 700.000,00 ;ZONA211012200NT;19 Oct 21;EBK211100255;20 Nov 21;;;;;"ZONA2217958;1;44487;44517;700000;ZONA211012200NT;44488";"ZONA211012200NT;44488;SKT2111000001;44520;700000";"SKT2111000001;44520;EBK211100255;44520;700000"
ZONA2218103;1;05 Nov 21;04 Dec 21; 700.000,00 ;ZONA211112464NT;08 Nov 21;EBK211200282;29 Dec 21;;;;;"ZONA2218103;1;44505;44534;700000;ZONA211112464NT;44508";"ZONA211112464NT;44508;SKT2112000003;44559;700000";"SKT2112000003;44559;EBK211200282;44559;700000"
ZONA2218192;1;03 Nov 21;02 Dec 21; 700.000,00 ;ZONA211112434NT;04 Nov 21;EBK211200152;15 Dec 21;;;;;"ZONA2218192;1;44503;44532;700000;ZONA211112434NT;44504";"ZONA211112434NT;44504;SKT2112000002;44545;700000";"SKT2112000002;44545;EBK211200152;44545;700000"
